,Unnamed: 0,Orden,Expediente,Caratula,Fecha
9872,9872,45,849/22-C,R.................... S/HOMOLOGACION DE CONVENIO,17-11-2022
9873,9873,46,96/21-S,R.................... S/VIOLENCIA DE GENERO,17-11-2022
9874,9874,47,662/22-S,R.................... S/VIOLENCIA FAMILIAR,17-11-2022
9875,9875,48,1498/19,S.................... S/VIOLENCIA DE GENERO,17-11-2022
9876,9876,49,675/22-S,S.................... S/VIOLENCIA DE GENERO,17-11-2022
9877,9877,50,1048/22,S.................... S/VIOLENCIA FAMILIAR,17-11-2022
9878,9878,51,1001/18,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-11-2022
9879,9879,52,1434/22,T.................... S/INCIDENTE,17-11-2022
9880,9880,53,277/21-C,T.................... S/INCIDENTE,17-11-2022
9881,9881,54,1431/22,T.................... S/VIOLENCIA FAMILIAR,17-11-2022
9882,9882,55,341/22-S,V.................... S/VIOLENCIA FAMILIAR,17-11-2022
9883,9883,56,867/22-S,Z.................... S/PRESENTACION,17-11-2022
9884,9884,1,1754/19,A.................... S/DIVORCIO,22-11-2022
9885,9885,2,1442/22,A.................... S/PRESENTACION,22-11-2022
9886,9886,3,683/17,B.................... S/ALIMENTOS,22-11-2022
9887,9887,4,1265/13,B.................... S/DIVORCIO VINCULAR,22-11-2022
9888,9888,5,1412/22,B.................... S/HOMOLOGACION DE CONVENIO,22-11-2022
9889,9889,6,1737/19,B.................... S/HOMOLOGACION DE CONVENIO,22-11-2022
9890,9890,7,49/22-C,B.................... S/INCIDENTE,22-11-2022
9891,9891,8,1410/22,B.................... S/INFORMACION SUMARIA,22-11-2022
9892,9892,9,1852/19,C.................... S/FILIACION POST-MORTEM,22-11-2022
9893,9893,10,59/22-S,C.................... S/VIOLENCIA DE GENERO,22-11-2022
9894,9894,11,04/22-C,D.................... S/LIQUIDACION SOCIEDAD CONYUGAL,22-11-2022
9895,9895,12,1440/22,D.................... S/OFICIO,22-11-2022
9896,9896,13,167/19,E.................... S/VIOLENCIA DE GENERO,22-11-2022
9897,9897,14,515/22-S,E.................... S/VIOLENCIA DE GENERO,22-11-2022
9898,9898,15,194/12,F.................... S/DIVORCIO VINCULAR POR MUTUO,22-11-2022
9899,9899,16,899/22-C,G.................... S/DETERMINACIÓN JUDICIAL DE LA,22-11-2022
9900,9900,17,676/22-S,G.................... S/VIOLENCIA DE GENERO,22-11-2022
9901,9901,18,804/20,G.................... S/VIOLENCIA DE GENERO,22-11-2022
9902,9902,19,913/22-S,G.................... S/VIOLENCIA DE GENERO,22-11-2022
9903,9903,20,536/17,G.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,22-11-2022
9904,9904,21,1423/22,J.................... S/ELEVA ACTUACIONES,22-11-2022
9905,9905,22,1448/22,J.................... S/ELEVA ACTUACIONES,22-11-2022
9906,9906,23,904/20,J.................... S/VIOLENCIA DE GENERO,22-11-2022
9907,9907,24,1404/22,J.................... S/VIOLENCIA FAMILIAR,22-11-2022
9908,9908,25,901/20,L.................... S/VIOLENCIA DE GENERO,22-11-2022
9909,9909,26,887/22-C,M.................... S/ALIMENTOS,22-11-2022
9910,9910,27,761/22-C,M.................... S/HOMOLOGACION DE CONVENIO,22-11-2022
9911,9911,28,125/22-S,M.................... S/VIOLENCIA DE GENERO,22-11-2022
9912,9912,29,565/22-S,M.................... S/VIOLENCIA DE GENERO,22-11-2022
9913,9913,30,733/22-C,N.................... S/HOMOLOGACION DE CONVENIO,22-11-2022
9914,9914,31,125/20,N.................... S/VIOLENCIA FAMILIAR,22-11-2022
9915,9915,32,1415/22,O.................... S/VIOLENCIA FAMILIAR,22-11-2022
9916,9916,33,985/20,P.................... S/DIVORCIO,22-11-2022
9917,9917,34,1360/22,P.................... S/VIOLENCIA DE GENERO,22-11-2022
9918,9918,35,1446/22,P.................... S/VIOLENCIA FAMILIAR,22-11-2022
9919,9919,36,583/22-S,P.................... S/VIOLENCIA FAMILIAR,22-11-2022
9920,9920,37,1245/19,Q.................... S/ALIMENTOS,22-11-2022
9921,9921,38,1756/19,Q.................... S/VIOLENCIA FAMILIAR,22-11-2022
9922,9922,39,1881/19,R.................... S/ALIMENTOS,22-11-2022
9923,9923,40,810/22-C,R.................... S/ALIMENTOS,22-11-2022
9924,9924,41,1443/22,R.................... S/PRESENTACION,22-11-2022
9925,9925,42,270/10-JC,S.................... S/INSCRIPCION DE NACIMIENTO,22-11-2022
9926,9926,43,27/22-S,S.................... S/VIOLENCIA DE GENERO,22-11-2022
9927,9927,44,1414/22,S.................... S/VIOLENCIA FAMILIAR,22-11-2022
9928,9928,45,198/17,Z.................... S/VIOLENCIA FAMILIAR,22-11-2022
9929,9929,1,1085/17,A.................... S/DIVORCIO VINCULAR,23-11-2022
9930,9930,2,1026/22,B.................... S/HOMOLOGACION DE CONVENIO,23-11-2022
9931,9931,3,1439/22,C.................... S/CONTROL DE LEGALIDAD,23-11-2022
9932,9932,4,1150/22,C.................... S/ELEVA ACTUACIONES,23-11-2022
9933,9933,5,1480/22,C.................... S/INCIDENTE DE NULIDAD,23-11-2022
9934,9934,6,633/20,D.................... S/FILIACION Y DAÑO MORAL,23-11-2022
9935,9935,7,1451/22,D.................... S/PRESENTACION,23-11-2022
9936,9936,8,1468/22,G.................... S/ALIMENTOS,23-11-2022
9937,9937,9,1258/22,G.................... S/EJECUCION DE HONORARIOS,23-11-2022
9938,9938,10,965/22,H.................... S/INFORMACION SUMARIA,23-11-2022
9939,9939,11,1447/22,J.................... S/ELEVA ACTUACIONES,23-11-2022
9940,9940,12,1404/22,J.................... S/VIOLENCIA FAMILIAR,23-11-2022
9941,9941,13,38/17,L.................... S/VIOLENCIA DE GENERO,23-11-2022
9942,9942,14,480/22-S,L.................... S/VIOLENCIA DE GENERO,23-11-2022
9943,9943,15,1005/15,M.................... S/ALIMENTOS,23-11-2022
9944,9944,16,304/21-C,M.................... S/CUIDADO PERSONAL,23-11-2022
9945,9945,17,613/22-C,M.................... S/HOMOLOGACION DE CONVENIO,23-11-2022
9946,9946,18,125/20,N.................... S/VIOLENCIA FAMILIAR,23-11-2022
9947,9947,19,1415/22,O.................... S/VIOLENCIA FAMILIAR,23-11-2022
9948,9948,20,1475/22,R.................... S/MEDIDA CAUTELAR,23-11-2022
9949,9949,21,532/19,S.................... S/ALIMENTOS,23-11-2022
9950,9950,22,1449/22,S.................... S/VIOLENCIA DE GENERO,23-11-2022
9951,9951,23,101/22-C,T.................... S/CUIDADO PERSONAL,23-11-2022
9952,9952,24,1074/22,U.................... S/HOMOLOGACION DE CONVENIO,23-11-2022
9953,9953,25,1190/22,V.................... S/MEDIDA CAUTELAR,23-11-2022
9954,9954,1,853/20,A.................... S/INCIDENTE DE CESACION DE CUOTA,24-11-2022
9955,9955,2,380/21-C,A.................... S/MEDIDA CAUTELAR,24-11-2022
9956,9956,3,49/22-C,B.................... S/INCIDENTE,24-11-2022
9957,9957,4,162/22-S,B.................... S/VIOLENCIA DE GENERO,24-11-2022
9958,9958,5,178/22-S,C.................... S/VIOLENCIA DE GENERO,24-11-2022
9959,9959,6,70/22-S,C.................... S/VIOLENCIA FAMILIAR,24-11-2022
9960,9960,7,633/20,D.................... S/FILIACION Y DAÑO MORAL,24-11-2022
9961,9961,8,548/20,E.................... S/FILIACION Y DAÑO MORAL,24-11-2022
9962,9962,9,1304/19,E.................... S/MEDIDA CAUTELAR,24-11-2022
9963,9963,10,957/18,E.................... S/VIOLENCIA FAMILIAR,24-11-2022
9964,9964,11,844/22-S,F.................... S/VIOLENCIA DE GENERO,24-11-2022
9965,9965,12,1116/22,G.................... S/DERECHO Y DEBER DE COMUNICACION,24-11-2022
9966,9966,13,1413/22,G.................... S/PRESENTACION,24-11-2022
9967,9967,14,861/22-S,G.................... S/PROTECCION INTEGRAL,24-11-2022
9968,9968,15,682/22-S,G.................... S/VIOLENCIA DE GENERO,24-11-2022
9969,9969,16,742/22-S,J.................... S/ELEVA ACTUACIONES,24-11-2022
9970,9970,17,1473/22,K.................... S/HOMOLOGACION DE CONVENIO,24-11-2022
9971,9971,18,383/22-C,L.................... S/ALIMENTOS,24-11-2022
9972,9972,19,483/14,L.................... S/EJECUCION DE SENTENCIA,24-11-2022
9973,9973,20,834/10-JC,M.................... S/FILIACION Y DAÑO MORAL,24-11-2022
9974,9974,21,1111/22,N.................... S/VIOLENCIA DE GENERO,24-11-2022
9975,9975,22,125/20,N.................... S/VIOLENCIA FAMILIAR,24-11-2022
9976,9976,23,895/22-C,P.................... S/ALIMENTOS,24-11-2022
9977,9977,24,1364/18,Q.................... S/VIOLENCIA FAMILIAR,24-11-2022
9978,9978,25,1474/22,R.................... S/HOMOLOGACION DE CONVENIO,24-11-2022
9979,9979,26,1297/14,S.................... S/ALIMENTOS,24-11-2022
9980,9980,27,816/22-C,S.................... S/CUIDADO PERSONAL,24-11-2022
9981,9981,28,1414/22,S.................... S/VIOLENCIA FAMILIAR,24-11-2022
9982,9982,29,219/21-S,S.................... S/VIOLENCIA FAMILIAR,24-11-2022
9983,9983,30,512/22-S,T.................... S/PROTECCION INTEGRAL,24-11-2022
9984,9984,31,434/22-S,T.................... S/VIOLENCIA DE GENERO,24-11-2022
9985,9985,1,1442/22,A.................... S/PRESENTACION,25-11-2022
9986,9986,2,1121/18,B.................... S/PROTECCION INTEGRAL,25-11-2022
9987,9987,3,118/18,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,25-11-2022
9988,9988,4,900/22-C,C.................... S/HOMOLOGACION DE CONVENIO,25-11-2022
9989,9989,5,896/22-C,C.................... S/INFORMACION SUMARIA,25-11-2022
9990,9990,6,1571/19,C.................... S/TUTELA,25-11-2022
9991,9991,7,1948/18,D.................... S/CUIDADO PERSONAL,25-11-2022
9992,9992,8,1396/22,D.................... S/OFICIO,25-11-2022
9993,9993,9,1287/19,E.................... S/HOMOLOGACION DE CONVENIO,25-11-2022
9994,9994,10,1339/22,E.................... S/PROTECCION DE PERSONA,25-11-2022
9995,9995,11,1350/22,F.................... S/HOMOLOGACION DE CONVENIO,25-11-2022
9996,9996,12,1361/22,F.................... S/VIOLENCIA DE GENERO,25-11-2022
9997,9997,13,1311/22,G.................... S/FILIACION,25-11-2022
9998,9998,14,1420/22,G.................... S/VIOLENCIA FAMILIAR,25-11-2022
9999,9999,15,1092/22,L.................... S/HOMOLOGACION DE CONVENIO,25-11-2022
10000,10000,16,280/13,M.................... S/GUARDA JUDICIAL,25-11-2022
10001,10001,17,1383/22,M.................... S/MEDIDA CAUTELAR,25-11-2022
10002,10002,18,735/22-C,M.................... S/MEDIDA CAUTELAR,25-11-2022
10003,10003,19,342/20,M.................... S/TUTELA,25-11-2022
10004,10004,20,1415/22,O.................... S/VIOLENCIA FAMILIAR,25-11-2022
10005,10005,21,93/21-C,P.................... S/INCIDENTE DE MODIFICACION DE,25-11-2022
10006,10006,22,1360/22,P.................... S/VIOLENCIA DE GENERO,25-11-2022
10007,10007,23,1364/18,Q.................... S/VIOLENCIA FAMILIAR,25-11-2022
10008,10008,24,371/21-C,R.................... S/ALIMENTOS,25-11-2022
10009,10009,25,325/22-C,R.................... S/INCIDENTE DE CESACION DE CUOTA,25-11-2022
10010,10010,26,1469/22,R.................... S/MEDIDA CAUTELAR,25-11-2022
10011,10011,27,1182/22,S.................... S/VIOLENCIA DE GENERO,25-11-2022
10012,10012,28,671/22-S,S.................... S/VIOLENCIA DE GENERO,25-11-2022
10013,10013,29,1048/22,S.................... S/VIOLENCIA FAMILIAR,25-11-2022
10014,10014,30,1403/22,S.................... S/VIOLENCIA FAMILIAR,25-11-2022
10015,10015,31,219/21-S,S.................... S/VIOLENCIA FAMILIAR,25-11-2022
10016,10016,32,622/22-C,V.................... S/GUARDA JUDICIAL,25-11-2022
10017,10017,1,321/21-S,B.................... S/VIOLENCIA DE GENERO,28-11-2022
10018,10018,2,1452/22,B.................... S/VIOLENCIA FAMILIAR,28-11-2022
10019,10019,3,813/22-S,C.................... S/CONTROL DE LEGALIDAD,28-11-2022
10020,10020,4,138/22-S,C.................... S/VIOLENCIA DE GENERO,28-11-2022
10021,10021,5,1436/22,C.................... S/VIOLENCIA DE GENERO,28-11-2022
10022,10022,6,148/19,F.................... S/DECLARACION DE ADOPTABILIDAD,28-11-2022
10023,10023,7,618/15,F.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,28-11-2022
10024,10024,8,604/22-S,J.................... S/ELEVA ACTUACIONES,28-11-2022
10025,10025,9,561/16,L.................... S/VIOLENCIA FAMILIAR (DENUNCIA,28-11-2022
10026,10026,10,839/22-S,M.................... S/VIOLENCIA DE GENERO,28-11-2022
10027,10027,11,95/22-S,N.................... S/VIOLENCIA DE GENERO,28-11-2022
10028,10028,12,729/22-S,P.................... S/VIOLENCIA DE GENERO,28-11-2022
10029,10029,13,1798/19,S.................... S/MEDIDA CAUTELAR,28-11-2022
10030,10030,1,312/21-S,A.................... S/CONTROL DE LEGALIDAD,29-11-2022
10031,10031,2,1979/18,A.................... S/DIVORCIO,29-11-2022
10032,10032,3,1082/22,A.................... S/DIVORCIO VINCULAR CONSENSUAL,29-11-2022
10033,10033,4,664/22-C,A.................... S/FILIACION Y DAÑO MORAL,29-11-2022
10034,10034,5,652/10-JC,A.................... S/INFORMACION SUMARIA,29-11-2022
10035,10035,6,369/21-C,A.................... S/MEDIDA CAUTELAR,29-11-2022
10036,10036,7,525/22-C,A.................... S/TUTELA,29-11-2022
10037,10037,8,785/22-C,B.................... S/BENEFICIO DE LITIGAR SIN GASTOS,29-11-2022
10038,10038,9,921/22,B.................... S/DERECHO Y DEBER DE COMUNICACION,29-11-2022
10039,10039,10,460/19,B.................... S/HOMOLOGACION DE CONVENIO,29-11-2022
10040,10040,11,1437/22,B.................... S/VIOLENCIA FAMILIAR,29-11-2022
10041,10041,12,1073/22,C.................... S/ALIMENTOS,29-11-2022
10042,10042,13,226/19,C.................... S/ALIMENTOS,29-11-2022
10043,10043,14,1439/22,C.................... S/CONTROL DE LEGALIDAD,29-11-2022
10044,10044,15,280/22-C,C.................... S/INCIDENTE DE CESACION DE CUOTA,29-11-2022
10045,10045,16,869/22-S,C.................... S/VIOLENCIA DE GENERO,29-11-2022
10046,10046,17,978/20,D.................... S/EJECUCION DE HONORARIOS,29-11-2022
10047,10047,18,359/21-C,D.................... S/PRESENTACION,29-11-2022
10048,10048,19,1091/18,E.................... S/COMPENSACION ECONOMICA,29-11-2022
10049,10049,20,983/22,E.................... S/HOMOLOGACION DE CONVENIO,29-11-2022
10050,10050,21,1000/22,F.................... S/DIVORCIO,29-11-2022
10051,10051,22,734/17,F.................... S/FILIACION Y DAÑO MORAL,29-11-2022
10052,10052,23,1790/18,F.................... S/PROTECCION INTEGRAL,29-11-2022
10053,10053,24,948/22,G.................... S/DIVORCIO,29-11-2022
10054,10054,25,281/21-C,G.................... S/LIQUIDACION SOCIEDAD CONYUGAL,29-11-2022
10055,10055,26,67/20,G.................... S/PROTECCION DE PERSONA,29-11-2022
10056,10056,27,861/22-S,G.................... S/PROTECCION INTEGRAL,29-11-2022
10057,10057,28,1498/22,G.................... S/VIOLENCIA FAMILIAR,29-11-2022
10058,10058,29,554/13,I.................... S/FILIACION,29-11-2022
10059,10059,30,726/17,K.................... S/DIVORCIO VINCULAR,29-11-2022
10060,10060,31,1508/22,K.................... S/VIOLENCIA FAMILIAR,29-11-2022
10061,10061,32,1509/22,K.................... S/VIOLENCIA FAMILIAR,29-11-2022
10062,10062,33,860/22-C,L.................... S/HOMOLOGACION DE CONVENIO,29-11-2022
10063,10063,34,1452/19,L.................... S/INCIDENTE DE MODIFICACION DE,29-11-2022
10064,10064,35,1495/18,M.................... S/FILIACION Y DAÑO MORAL,29-11-2022
10065,10065,36,1465/22,M.................... S/HOMOLOGACION DE CONVENIO,29-11-2022
10066,10066,37,942/22,M.................... S/MEDIDA CAUTELAR,29-11-2022
10067,10067,38,891/22-S,M.................... S/PROTECCION INTEGRAL,29-11-2022
10068,10068,39,1193/22,M.................... S/VIOLENCIA FAMILIAR,29-11-2022
10069,10069,40,870/22-S,M.................... S/VIOLENCIA FAMILIAR,29-11-2022
10070,10070,41,1204/22,N.................... S/IMPUGNACION DE MATERNIDAD Y,29-11-2022
10071,10071,42,612/22-C,N.................... S/JUICIO SUMARISIMO,29-11-2022
10072,10072,43,521/22-C,P.................... S/BENEFICIO DE LITIGAR SIN GASTOS,29-11-2022
10073,10073,44,701/22-S,P.................... S/CONTROL DE LEGALIDAD,29-11-2022
10074,10074,45,426/19,P.................... S/FILIACION Y DAÑO MORAL,29-11-2022
10075,10075,46,778/22-C,Q.................... S/HOMOLOGACION DE CONVENIO,29-11-2022
10076,10076,47,1466/22,R.................... S/ALIMENTOS,29-11-2022
10077,10077,48,871/22-C,R.................... S/HOMOLOGACION DE CONVENIO,29-11-2022
10078,10078,49,107/21-C,R.................... S/MEDIDA CAUTELAR,29-11-2022
10079,10079,50,52/22-S,R.................... S/VIOLENCIA DE GENERO,29-11-2022
10080,10080,51,96/21-S,R.................... S/VIOLENCIA DE GENERO,29-11-2022
10081,10081,52,724/20,R.................... S/VIOLENCIA FAMILIAR,29-11-2022
10082,10082,53,589/16,R.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,29-11-2022
10083,10083,54,312/22-C,S.................... S/BENEFICIO DE LITIGAR SIN GASTOS,29-11-2022
10084,10084,55,829/22-C,S.................... S/DIVORCIO,29-11-2022
10085,10085,56,960/20,S.................... S/DIVORCIO,29-11-2022
10086,10086,57,489/18,S.................... S/FILIACION Y DAÑO MORAL,29-11-2022
10087,10087,58,656/22-C,S.................... S/INCIDENTE DE CESACION DE CUOTA,29-11-2022
10088,10088,59,350/22-C,S.................... S/MEDIDA CAUTELAR,29-11-2022
10089,10089,60,1182/22,S.................... S/VIOLENCIA DE GENERO,29-11-2022
10090,10090,61,1048/22,S.................... S/VIOLENCIA FAMILIAR,29-11-2022
10091,10091,62,1417/22,T.................... S/VIOLENCIA FAMILIAR,29-11-2022
10092,10092,63,1135/22,V.................... S/PROTECCION INTEGRAL,29-11-2022
10093,10093,1,1295/22,A.................... S/ALIMENTOS,30-11-2022
10094,10094,2,424/22-C,A.................... S/ALIMENTOS,30-11-2022
10095,10095,3,1851/19,A.................... S/DIVORCIO,30-11-2022
10096,10096,4,999/17,A.................... S/FILIACION,30-11-2022
10097,10097,5,1510/22,A.................... S/VIOLENCIA FAMILIAR,30-11-2022
10098,10098,6,1488/18,B.................... S/ALIMENTOS,30-11-2022
10099,10099,7,1451/22,B.................... S/PROTECCION INTEGRAL,30-11-2022
10100,10100,8,1852/19,C.................... S/FILIACION POST-MORTEM,30-11-2022
10101,10101,9,802/22-C,C.................... S/HOMOLOGACION DE CONVENIO,30-11-2022
10102,10102,10,801/22-C,C.................... S/INFORMACION SUMARIA,30-11-2022
10103,10103,11,392/22-S,C.................... S/VIOLENCIA DE GENERO,30-11-2022
10104,10104,12,1516/22,C.................... S/VIOLENCIA FAMILIAR,30-11-2022
10105,10105,13,1089/19,D.................... S/EJECUCION DE HONORARIOS,30-11-2022
10106,10106,14,338/21-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022
10107,10107,15,358/21-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022
10108,10108,16,74/21-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022
10109,10109,17,783/22-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022
10110,10110,18,88/21-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022
10111,10111,19,1538/22,D.................... S/ELEVA ACTUACIONES,30-11-2022
10112,10112,20,1119/18,D.................... S/TUTELA,30-11-2022
10113,10113,21,1274/22,E.................... S/EJECUCION DE HONORARIOS,30-11-2022
10114,10114,22,957/18,E.................... S/VIOLENCIA FAMILIAR,30-11-2022
10115,10115,23,1392/22,F.................... S/VIOLENCIA DE GENERO,30-11-2022
10116,10116,24,1678/19,F.................... S/VIOLENCIA FAMILIAR,30-11-2022
10117,10117,25,1778/19,F.................... S/VIOLENCIA FAMILIAR,30-11-2022
10118,10118,26,566/14,G.................... S/DECLARACION DE INCAPACIDAD,30-11-2022
10119,10119,27,950/22,G.................... S/PROTECCION INTEGRAL,30-11-2022
10120,10120,28,536/17,G.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,30-11-2022
10121,10121,29,1448/22,J.................... S/ELEVA ACTUACIONES,30-11-2022
10122,10122,30,709/22-S,J.................... S/VIOLENCIA DE GENERO,30-11-2022
10123,10123,31,1083/22,L.................... S/MEDIDA CAUTELAR,30-11-2022
10124,10124,32,538/22-C,L.................... S/TUTELA,30-11-2022
10125,10125,33,120/18,M.................... S/ALIMENTOS,30-11-2022
10126,10126,34,602/22-S,M.................... S/VIOLENCIA FAMILIAR,30-11-2022
10127,10127,35,1483/22,N.................... S/HOMOLOGACION DE CONVENIO,30-11-2022
10128,10128,36,574/22-C,N.................... S/INCIDENTE,30-11-2022
10129,10129,37,1507/22,O.................... S/VIOLENCIA FAMILIAR,30-11-2022
10130,10130,38,895/22-C,P.................... S/ALIMENTOS,30-11-2022
10131,10131,39,1548/22,P.................... S/CONTROL DE LEGALIDAD,30-11-2022
10132,10132,40,782/22-C,P.................... S/DERECHO Y DEBER DE COMUNICACION,30-11-2022
10133,10133,41,1052/22,P.................... S/MEDIDA CAUTELAR,30-11-2022
10134,10134,42,275/22-C,P.................... S/MEDIDA CAUTELAR,30-11-2022
10135,10135,43,996/22,Q.................... S/MEDIDA CAUTELAR,30-11-2022
10136,10136,44,1881/19,R.................... S/ALIMENTOS,30-11-2022
10137,10137,45,1517/18,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,30-11-2022
10138,10138,46,836/17,S.................... S/DETERMINACIÓN JUDICIAL DE LA,30-11-2022
10139,10139,47,1866/19,S.................... S/DIVORCIO,30-11-2022
10140,10140,48,671/22-S,S.................... S/VIOLENCIA DE GENERO,30-11-2022
10141,10141,49,434/22-S,T.................... S/VIOLENCIA DE GENERO,30-11-2022
10142,10142,50,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,30-11-2022
10143,10143,51,822/22-S,W.................... S/VIOLENCIA DE GENERO,30-11-2022
10144,10144,52,370/19,Y.................... S/DECLARACION DE ADOPTABILIDAD,30-11-2022
10145,10145,53,1517/22,Z.................... S/PRESENTACION,30-11-2022
10146,10146,1,311/22-C,A.................... S/BENEFICIO DE LITIGAR SIN GASTOS,01-12-2022
10147,10147,2,483/22-C,A.................... S/HOMOLOGACION DE CONVENIO,01-12-2022
10148,10148,3,760/22-C,A.................... S/HOMOLOGACION DE CONVENIO,01-12-2022
10149,10149,4,794/22-C,A.................... S/MEDIDA CAUTELAR,01-12-2022
10150,10150,5,1109/22,A.................... S/VIOLENCIA DE GENERO,01-12-2022
10151,10151,6,640/13,B.................... S/ALIMENTOS,01-12-2022
10152,10152,7,1138/19,B.................... S/DERECHO Y DEBER DE COMUNICACION,01-12-2022
10153,10153,8,210/17,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,01-12-2022
10154,10154,9,1079/15,C.................... S/ALIMENTOS,01-12-2022
10155,10155,10,1008/18,C.................... S/PROTECCION INTEGRAL,01-12-2022
10156,10156,11,59/22-S,C.................... S/VIOLENCIA DE GENERO,01-12-2022
10157,10157,12,543/22-C,D.................... S/EJECUCION DE HONORARIOS,01-12-2022
10158,10158,13,571/22-C,D.................... S/EJECUCION DE HONORARIOS,01-12-2022
10159,10159,14,797/22-C,D.................... S/EJECUCION DE HONORARIOS,01-12-2022
10160,10160,15,1505/22,D.................... S/ELEVA ACTUACIONES,01-12-2022
10161,10161,16,1506/22,D.................... S/ELEVA ACTUACIONES,01-12-2022
10162,10162,17,1286/17,E.................... S/SUPRESION DE NOMBRE,01-12-2022
10163,10163,18,1491/22,F.................... S/PRESENTACION,01-12-2022
10164,10164,19,1361/22,F.................... S/VIOLENCIA DE GENERO,01-12-2022
10165,10165,20,1678/19,F.................... S/VIOLENCIA FAMILIAR,01-12-2022
10166,10166,21,1458/22,G.................... S/FILIACION Y DAÑO MORAL,01-12-2022
10167,10167,22,1457/22,G.................... S/INFORMACION SUMARIA,01-12-2022
10168,10168,23,1504/22,G.................... S/PRESENTACION,01-12-2022
10169,10169,24,1503/22,G.................... S/VIOLENCIA FAMILIAR,01-12-2022
10170,10170,25,1515/22,J.................... S/PROTECCION INTEGRAL,01-12-2022
10171,10171,26,909/22-C,K.................... S/DIVORCIO,01-12-2022
10172,10172,27,995/22,K.................... S/DIVORCIO,01-12-2022
10173,10173,28,276/15,L.................... S/VIOLENCIA FAMILIAR (DENUNCIA,01-12-2022
10174,10174,29,1240/22,M.................... S/HOMOLOGACION DE CONVENIO,01-12-2022
10175,10175,30,745/22-S,M.................... S/PRESENTACION,01-12-2022
10176,10176,31,1490/22,M.................... S/VIOLENCIA DE GENERO,01-12-2022
10177,10177,32,1100/22,N.................... S/PRESENTACION,01-12-2022
10178,10178,33,736/22-C,O.................... S/MEDIDA CAUTELAR,01-12-2022
10179,10179,34,824/22-S,O.................... S/VIOLENCIA DE GENERO,01-12-2022
10180,10180,35,958/10-JC,R.................... S/DIVORCIO VINCULAR POR MUTUO,01-12-2022
10181,10181,36,1517/18,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,01-12-2022
10182,10182,37,836/17,S.................... S/DETERMINACIÓN JUDICIAL DE LA,01-12-2022
10183,10183,38,472/16,S.................... S/INCIDENTE,01-12-2022
10184,10184,39,1499/22,S.................... S/MEDIDA CAUTELAR,01-12-2022
10185,10185,40,638/22-C,S.................... S/TUTELA,01-12-2022
10186,10186,41,786/22-C,T.................... S/MEDIDA CAUTELAR,01-12-2022
10187,10187,42,818/22-S,W.................... S/CONTROL DE LEGALIDAD,01-12-2022
10188,10188,1,312/21-S,A.................... S/CONTROL DE LEGALIDAD,02-12-2022
10189,10189,2,1513/22,A.................... S/MEDIDA CAUTELAR,02-12-2022
10190,10190,3,805/22-S,A.................... S/VIOLENCIA FAMILIAR,02-12-2022
10191,10191,4,76/22-S,B.................... S/VIOLENCIA DE GENERO,02-12-2022
10192,10192,5,402/22-C,C.................... S/DIVORCIO,02-12-2022
10193,10193,6,421/19,C.................... S/DIVORCIO,02-12-2022
10194,10194,7,467/22-C,C.................... S/EJECUCION DE SENTENCIA,02-12-2022
10195,10195,8,249/21-C,C.................... S/HOMOLOGACION DE CONVENIO,02-12-2022
10196,10196,9,551/22-S,C.................... S/PRESENTACION,02-12-2022
10197,10197,10,414/22-C,C.................... S/TUTELA,02-12-2022
10198,10198,11,421/22-S,C.................... S/VIOLENCIA FAMILIAR,02-12-2022
10199,10199,12,1242/15,C.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,02-12-2022
10200,10200,13,1309/22,D.................... S/DERECHO Y DEBER DE COMUNICACION,02-12-2022
10201,10201,14,1003/20,D.................... S/EJECUCION DE HONORARIOS,02-12-2022
10202,10202,15,466/22-C,D.................... S/EJECUCION DE HONORARIOS,02-12-2022
10203,10203,16,491/22-C,D.................... S/EJECUCION DE HONORARIOS,02-12-2022
10204,10204,17,708/22-C,D.................... S/EJECUCION DE HONORARIOS,02-12-2022
10205,10205,18,452/22-S,D.................... S/PRESENTACION,02-12-2022
10206,10206,19,252/18,D.................... S/VIOLENCIA FAMILIAR,02-12-2022
10207,10207,20,2004/18,E.................... S/BENEFICIO DE LITIGAR SIN GASTOS,02-12-2022
10208,10208,21,2001/18,E.................... S/IMPUGNACION FILIACION MATRIMONIAL,02-12-2022
10209,10209,22,486/22-C,E.................... S/MEDIDA CAUTELAR,02-12-2022
10210,10210,23,339/20,F.................... S/HOMOLOGACION DE CONVENIO,02-12-2022
