,Orden,Expediente,Caratula,Fecha,Proceso
10060,31,1508/22,K.................... S/VIOLENCIA FAMILIAR,29-11-2022,VIOLENCIA FAMILIAR
10061,32,1509/22,K.................... S/VIOLENCIA FAMILIAR,29-11-2022,VIOLENCIA FAMILIAR
10062,33,860/22-C,L.................... S/HOMOLOGACION DE CONVENIO,29-11-2022,HOMOLOGACION DE CONVENIO
10063,34,1452/19,L.................... S/INCIDENTE DE MODIFICACION DE,29-11-2022,INCIDENTE DE MODIFICACION DE
10064,35,1495/18,M.................... S/FILIACION Y DAÑO MORAL,29-11-2022,FILIACION Y DAÑO MORAL
10065,36,1465/22,M.................... S/HOMOLOGACION DE CONVENIO,29-11-2022,HOMOLOGACION DE CONVENIO
10066,37,942/22,M.................... S/MEDIDA CAUTELAR,29-11-2022,MEDIDA CAUTELAR
10067,38,891/22-S,M.................... S/PROTECCION INTEGRAL,29-11-2022,PROTECCION INTEGRAL
10068,39,1193/22,M.................... S/VIOLENCIA FAMILIAR,29-11-2022,VIOLENCIA FAMILIAR
10069,40,870/22-S,M.................... S/VIOLENCIA FAMILIAR,29-11-2022,VIOLENCIA FAMILIAR
10070,41,1204/22,N.................... S/IMPUGNACION DE MATERNIDAD Y,29-11-2022,IMPUGNACION DE MATERNIDAD Y
10071,42,612/22-C,N.................... S/JUICIO SUMARISIMO,29-11-2022,JUICIO SUMARISIMO
10072,43,521/22-C,P.................... S/BENEFICIO DE LITIGAR SIN GASTOS,29-11-2022,BENEFICIO DE LITIGAR SIN GASTOS
10073,44,701/22-S,P.................... S/CONTROL DE LEGALIDAD,29-11-2022,CONTROL DE LEGALIDAD
10074,45,426/19,P.................... S/FILIACION Y DAÑO MORAL,29-11-2022,FILIACION Y DAÑO MORAL
10075,46,778/22-C,Q.................... S/HOMOLOGACION DE CONVENIO,29-11-2022,HOMOLOGACION DE CONVENIO
10076,47,1466/22,R.................... S/ALIMENTOS,29-11-2022,ALIMENTOS
10077,48,871/22-C,R.................... S/HOMOLOGACION DE CONVENIO,29-11-2022,HOMOLOGACION DE CONVENIO
10078,49,107/21-C,R.................... S/MEDIDA CAUTELAR,29-11-2022,MEDIDA CAUTELAR
10079,50,52/22-S,R.................... S/VIOLENCIA DE GENERO,29-11-2022,VIOLENCIA DE GENERO
10080,51,96/21-S,R.................... S/VIOLENCIA DE GENERO,29-11-2022,VIOLENCIA DE GENERO
10081,52,724/20,R.................... S/VIOLENCIA FAMILIAR,29-11-2022,VIOLENCIA FAMILIAR
10082,53,589/16,R.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,29-11-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
10083,54,312/22-C,S.................... S/BENEFICIO DE LITIGAR SIN GASTOS,29-11-2022,BENEFICIO DE LITIGAR SIN GASTOS
10084,55,829/22-C,S.................... S/DIVORCIO,29-11-2022,DIVORCIO
10085,56,960/20,S.................... S/DIVORCIO,29-11-2022,DIVORCIO
10086,57,489/18,S.................... S/FILIACION Y DAÑO MORAL,29-11-2022,FILIACION Y DAÑO MORAL
10087,58,656/22-C,S.................... S/INCIDENTE DE CESACION DE CUOTA,29-11-2022,INCIDENTE DE CESACION DE CUOTA
10088,59,350/22-C,S.................... S/MEDIDA CAUTELAR,29-11-2022,MEDIDA CAUTELAR
10089,60,1182/22,S.................... S/VIOLENCIA DE GENERO,29-11-2022,VIOLENCIA DE GENERO
10090,61,1048/22,S.................... S/VIOLENCIA FAMILIAR,29-11-2022,VIOLENCIA FAMILIAR
10091,62,1417/22,T.................... S/VIOLENCIA FAMILIAR,29-11-2022,VIOLENCIA FAMILIAR
10092,63,1135/22,V.................... S/PROTECCION INTEGRAL,29-11-2022,PROTECCION INTEGRAL
10093,1,1295/22,A.................... S/ALIMENTOS,30-11-2022,ALIMENTOS
10094,2,424/22-C,A.................... S/ALIMENTOS,30-11-2022,ALIMENTOS
10095,3,1851/19,A.................... S/DIVORCIO,30-11-2022,DIVORCIO
10096,4,999/17,A.................... S/FILIACION,30-11-2022,FILIACION
10097,5,1510/22,A.................... S/VIOLENCIA FAMILIAR,30-11-2022,VIOLENCIA FAMILIAR
10098,6,1488/18,B.................... S/ALIMENTOS,30-11-2022,ALIMENTOS
10099,7,1451/22,B.................... S/PROTECCION INTEGRAL,30-11-2022,PROTECCION INTEGRAL
10100,8,1852/19,C.................... S/FILIACION POST-MORTEM,30-11-2022,FILIACION POST-MORTEM
10101,9,802/22-C,C.................... S/HOMOLOGACION DE CONVENIO,30-11-2022,HOMOLOGACION DE CONVENIO
10102,10,801/22-C,C.................... S/INFORMACION SUMARIA,30-11-2022,INFORMACION SUMARIA
10103,11,392/22-S,C.................... S/VIOLENCIA DE GENERO,30-11-2022,VIOLENCIA DE GENERO
10104,12,1516/22,C.................... S/VIOLENCIA FAMILIAR,30-11-2022,VIOLENCIA FAMILIAR
10105,13,1089/19,D.................... S/EJECUCION DE HONORARIOS,30-11-2022,EJECUCION DE HONORARIOS
10106,14,338/21-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022,EJECUCION DE HONORARIOS
10107,15,358/21-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022,EJECUCION DE HONORARIOS
10108,16,74/21-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022,EJECUCION DE HONORARIOS
10109,17,783/22-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022,EJECUCION DE HONORARIOS
10110,18,88/21-C,D.................... S/EJECUCION DE HONORARIOS,30-11-2022,EJECUCION DE HONORARIOS
10111,19,1538/22,D.................... S/ELEVA ACTUACIONES,30-11-2022,ELEVA ACTUACIONES
10112,20,1119/18,D.................... S/TUTELA,30-11-2022,TUTELA
10113,21,1274/22,E.................... S/EJECUCION DE HONORARIOS,30-11-2022,EJECUCION DE HONORARIOS
10114,22,957/18,E.................... S/VIOLENCIA FAMILIAR,30-11-2022,VIOLENCIA FAMILIAR
10115,23,1392/22,F.................... S/VIOLENCIA DE GENERO,30-11-2022,VIOLENCIA DE GENERO
10116,24,1678/19,F.................... S/VIOLENCIA FAMILIAR,30-11-2022,VIOLENCIA FAMILIAR
10117,25,1778/19,F.................... S/VIOLENCIA FAMILIAR,30-11-2022,VIOLENCIA FAMILIAR
10118,26,566/14,G.................... S/DECLARACION DE INCAPACIDAD,30-11-2022,DECLARACION DE INCAPACIDAD
10119,27,950/22,G.................... S/PROTECCION INTEGRAL,30-11-2022,PROTECCION INTEGRAL
10120,28,536/17,G.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,30-11-2022,VIOLENCIA FAMILIAR (ART.61 COD. DE
10121,29,1448/22,J.................... S/ELEVA ACTUACIONES,30-11-2022,ELEVA ACTUACIONES
10122,30,709/22-S,J.................... S/VIOLENCIA DE GENERO,30-11-2022,VIOLENCIA DE GENERO
10123,31,1083/22,L.................... S/MEDIDA CAUTELAR,30-11-2022,MEDIDA CAUTELAR
10124,32,538/22-C,L.................... S/TUTELA,30-11-2022,TUTELA
10125,33,120/18,M.................... S/ALIMENTOS,30-11-2022,ALIMENTOS
10126,34,602/22-S,M.................... S/VIOLENCIA FAMILIAR,30-11-2022,VIOLENCIA FAMILIAR
10127,35,1483/22,N.................... S/HOMOLOGACION DE CONVENIO,30-11-2022,HOMOLOGACION DE CONVENIO
10128,36,574/22-C,N.................... S/INCIDENTE,30-11-2022,INCIDENTE
10129,37,1507/22,O.................... S/VIOLENCIA FAMILIAR,30-11-2022,VIOLENCIA FAMILIAR
10130,38,895/22-C,P.................... S/ALIMENTOS,30-11-2022,ALIMENTOS
10131,39,1548/22,P.................... S/CONTROL DE LEGALIDAD,30-11-2022,CONTROL DE LEGALIDAD
10132,40,782/22-C,P.................... S/DERECHO Y DEBER DE COMUNICACION,30-11-2022,DERECHO Y DEBER DE COMUNICACION
10133,41,1052/22,P.................... S/MEDIDA CAUTELAR,30-11-2022,MEDIDA CAUTELAR
10134,42,275/22-C,P.................... S/MEDIDA CAUTELAR,30-11-2022,MEDIDA CAUTELAR
10135,43,996/22,Q.................... S/MEDIDA CAUTELAR,30-11-2022,MEDIDA CAUTELAR
10136,44,1881/19,R.................... S/ALIMENTOS,30-11-2022,ALIMENTOS
10137,45,1517/18,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,30-11-2022,VIOLENCIA FAMILIAR (DENUNCIA
10138,46,836/17,S.................... S/DETERMINACIÓN JUDICIAL DE LA,30-11-2022,DETERMINACIÓN JUDICIAL DE LA
10139,47,1866/19,S.................... S/DIVORCIO,30-11-2022,DIVORCIO
10140,48,671/22-S,S.................... S/VIOLENCIA DE GENERO,30-11-2022,VIOLENCIA DE GENERO
10141,49,434/22-S,T.................... S/VIOLENCIA DE GENERO,30-11-2022,VIOLENCIA DE GENERO
10142,50,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,30-11-2022,VIOLENCIA FAMILIAR (DENUNCIA
10143,51,822/22-S,W.................... S/VIOLENCIA DE GENERO,30-11-2022,VIOLENCIA DE GENERO
10144,52,370/19,Y.................... S/DECLARACION DE ADOPTABILIDAD,30-11-2022,DECLARACION DE ADOPTABILIDAD
10145,53,1517/22,Z.................... S/PRESENTACION,30-11-2022,PRESENTACION
10146,1,311/22-C,A.................... S/BENEFICIO DE LITIGAR SIN GASTOS,01-12-2022,BENEFICIO DE LITIGAR SIN GASTOS
10147,2,483/22-C,A.................... S/HOMOLOGACION DE CONVENIO,01-12-2022,HOMOLOGACION DE CONVENIO
10148,3,760/22-C,A.................... S/HOMOLOGACION DE CONVENIO,01-12-2022,HOMOLOGACION DE CONVENIO
10149,4,794/22-C,A.................... S/MEDIDA CAUTELAR,01-12-2022,MEDIDA CAUTELAR
10150,5,1109/22,A.................... S/VIOLENCIA DE GENERO,01-12-2022,VIOLENCIA DE GENERO
10151,6,640/13,B.................... S/ALIMENTOS,01-12-2022,ALIMENTOS
10152,7,1138/19,B.................... S/DERECHO Y DEBER DE COMUNICACION,01-12-2022,DERECHO Y DEBER DE COMUNICACION
10153,8,210/17,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,01-12-2022,VIOLENCIA FAMILIAR (DENUNCIA
10154,9,1079/15,C.................... S/ALIMENTOS,01-12-2022,ALIMENTOS
10155,10,1008/18,C.................... S/PROTECCION INTEGRAL,01-12-2022,PROTECCION INTEGRAL
10156,11,59/22-S,C.................... S/VIOLENCIA DE GENERO,01-12-2022,VIOLENCIA DE GENERO
10157,12,543/22-C,D.................... S/EJECUCION DE HONORARIOS,01-12-2022,EJECUCION DE HONORARIOS
10158,13,571/22-C,D.................... S/EJECUCION DE HONORARIOS,01-12-2022,EJECUCION DE HONORARIOS
10159,14,797/22-C,D.................... S/EJECUCION DE HONORARIOS,01-12-2022,EJECUCION DE HONORARIOS
10160,15,1505/22,D.................... S/ELEVA ACTUACIONES,01-12-2022,ELEVA ACTUACIONES
10161,16,1506/22,D.................... S/ELEVA ACTUACIONES,01-12-2022,ELEVA ACTUACIONES
10162,17,1286/17,E.................... S/SUPRESION DE NOMBRE,01-12-2022,SUPRESION DE NOMBRE
10163,18,1491/22,F.................... S/PRESENTACION,01-12-2022,PRESENTACION
10164,19,1361/22,F.................... S/VIOLENCIA DE GENERO,01-12-2022,VIOLENCIA DE GENERO
10165,20,1678/19,F.................... S/VIOLENCIA FAMILIAR,01-12-2022,VIOLENCIA FAMILIAR
10166,21,1458/22,G.................... S/FILIACION Y DAÑO MORAL,01-12-2022,FILIACION Y DAÑO MORAL
10167,22,1457/22,G.................... S/INFORMACION SUMARIA,01-12-2022,INFORMACION SUMARIA
10168,23,1504/22,G.................... S/PRESENTACION,01-12-2022,PRESENTACION
10169,24,1503/22,G.................... S/VIOLENCIA FAMILIAR,01-12-2022,VIOLENCIA FAMILIAR
10170,25,1515/22,J.................... S/PROTECCION INTEGRAL,01-12-2022,PROTECCION INTEGRAL
10171,26,909/22-C,K.................... S/DIVORCIO,01-12-2022,DIVORCIO
10172,27,995/22,K.................... S/DIVORCIO,01-12-2022,DIVORCIO
10173,28,276/15,L.................... S/VIOLENCIA FAMILIAR (DENUNCIA,01-12-2022,VIOLENCIA FAMILIAR (DENUNCIA
10174,29,1240/22,M.................... S/HOMOLOGACION DE CONVENIO,01-12-2022,HOMOLOGACION DE CONVENIO
10175,30,745/22-S,M.................... S/PRESENTACION,01-12-2022,PRESENTACION
10176,31,1490/22,M.................... S/VIOLENCIA DE GENERO,01-12-2022,VIOLENCIA DE GENERO
10177,32,1100/22,N.................... S/PRESENTACION,01-12-2022,PRESENTACION
10178,33,736/22-C,O.................... S/MEDIDA CAUTELAR,01-12-2022,MEDIDA CAUTELAR
10179,34,824/22-S,O.................... S/VIOLENCIA DE GENERO,01-12-2022,VIOLENCIA DE GENERO
10180,35,958/10-JC,R.................... S/DIVORCIO VINCULAR POR MUTUO,01-12-2022,DIVORCIO VINCULAR POR MUTUO
10181,36,1517/18,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,01-12-2022,VIOLENCIA FAMILIAR (DENUNCIA
10182,37,836/17,S.................... S/DETERMINACIÓN JUDICIAL DE LA,01-12-2022,DETERMINACIÓN JUDICIAL DE LA
10183,38,472/16,S.................... S/INCIDENTE,01-12-2022,INCIDENTE
10184,39,1499/22,S.................... S/MEDIDA CAUTELAR,01-12-2022,MEDIDA CAUTELAR
10185,40,638/22-C,S.................... S/TUTELA,01-12-2022,TUTELA
10186,41,786/22-C,T.................... S/MEDIDA CAUTELAR,01-12-2022,MEDIDA CAUTELAR
10187,42,818/22-S,W.................... S/CONTROL DE LEGALIDAD,01-12-2022,CONTROL DE LEGALIDAD
10188,1,312/21-S,A.................... S/CONTROL DE LEGALIDAD,02-12-2022,CONTROL DE LEGALIDAD
10189,2,1513/22,A.................... S/MEDIDA CAUTELAR,02-12-2022,MEDIDA CAUTELAR
10190,3,805/22-S,A.................... S/VIOLENCIA FAMILIAR,02-12-2022,VIOLENCIA FAMILIAR
10191,4,76/22-S,B.................... S/VIOLENCIA DE GENERO,02-12-2022,VIOLENCIA DE GENERO
10192,5,402/22-C,C.................... S/DIVORCIO,02-12-2022,DIVORCIO
10193,6,421/19,C.................... S/DIVORCIO,02-12-2022,DIVORCIO
10194,7,467/22-C,C.................... S/EJECUCION DE SENTENCIA,02-12-2022,EJECUCION DE SENTENCIA
10195,8,249/21-C,C.................... S/HOMOLOGACION DE CONVENIO,02-12-2022,HOMOLOGACION DE CONVENIO
10196,9,551/22-S,C.................... S/PRESENTACION,02-12-2022,PRESENTACION
10197,10,414/22-C,C.................... S/TUTELA,02-12-2022,TUTELA
10198,11,421/22-S,C.................... S/VIOLENCIA FAMILIAR,02-12-2022,VIOLENCIA FAMILIAR
10199,12,1242/15,C.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,02-12-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
10200,13,1309/22,D.................... S/DERECHO Y DEBER DE COMUNICACION,02-12-2022,DERECHO Y DEBER DE COMUNICACION
10201,14,1003/20,D.................... S/EJECUCION DE HONORARIOS,02-12-2022,EJECUCION DE HONORARIOS
10202,15,466/22-C,D.................... S/EJECUCION DE HONORARIOS,02-12-2022,EJECUCION DE HONORARIOS
10203,16,491/22-C,D.................... S/EJECUCION DE HONORARIOS,02-12-2022,EJECUCION DE HONORARIOS
10204,17,708/22-C,D.................... S/EJECUCION DE HONORARIOS,02-12-2022,EJECUCION DE HONORARIOS
10205,18,452/22-S,D.................... S/PRESENTACION,02-12-2022,PRESENTACION
10206,19,252/18,D.................... S/VIOLENCIA FAMILIAR,02-12-2022,VIOLENCIA FAMILIAR
10207,20,2004/18,E.................... S/BENEFICIO DE LITIGAR SIN GASTOS,02-12-2022,BENEFICIO DE LITIGAR SIN GASTOS
10208,21,2001/18,E.................... S/IMPUGNACION FILIACION MATRIMONIAL,02-12-2022,IMPUGNACION FILIACION MATRIMONIAL
10209,22,486/22-C,E.................... S/MEDIDA CAUTELAR,02-12-2022,MEDIDA CAUTELAR
10210,23,339/20,F.................... S/HOMOLOGACION DE CONVENIO,02-12-2022,HOMOLOGACION DE CONVENIO
10211,24,432/02,G.................... S/.DECLARACION DE INCAPACIDAD,02-12-2022,.DECLARACION DE INCAPACIDAD
10212,25,75/98,G.................... S/.DIVORCIO VINCULAR,02-12-2022,.DIVORCIO VINCULAR
10213,26,847/22-C,G.................... S/CUIDADO PERSONAL,02-12-2022,CUIDADO PERSONAL
10214,27,1713/18,G.................... S/DETERMINACIÓN JUDICIAL DE LA,02-12-2022,DETERMINACIÓN JUDICIAL DE LA
10215,28,1360/15,G.................... S/DIVORCIO VINCULAR,02-12-2022,DIVORCIO VINCULAR
10216,29,83/22-C,G.................... S/INCIDENTE,02-12-2022,INCIDENTE
10217,30,572/22-C,G.................... S/MEDIDA CAUTELAR,02-12-2022,MEDIDA CAUTELAR
10218,31,1155/22,G.................... S/VIOLENCIA FAMILIAR,02-12-2022,VIOLENCIA FAMILIAR
10219,32,903/13,K.................... S/ALIMENTOS,02-12-2022,ALIMENTOS
10220,33,797/17,K.................... S/DIVORCIO,02-12-2022,DIVORCIO
10221,34,331/20,L.................... S/ALIMENTOS,02-12-2022,ALIMENTOS
10222,35,828/22-C,L.................... S/HOMOLOGACION DE CONVENIO,02-12-2022,HOMOLOGACION DE CONVENIO
10223,36,364/20,L.................... S/VIOLENCIA FAMILIAR,02-12-2022,VIOLENCIA FAMILIAR
10224,37,693/11-JC,M.................... S/ALIMENTOS,02-12-2022,ALIMENTOS
10225,38,1050/22,M.................... S/DIVORCIO,02-12-2022,DIVORCIO
10226,39,1261/22,M.................... S/HOMOLOGACION DE CONVENIO,02-12-2022,HOMOLOGACION DE CONVENIO
10227,40,1102/22,M.................... S/INCIDENTE DE MODIFICACION DE,02-12-2022,INCIDENTE DE MODIFICACION DE
10228,41,1471/22,M.................... S/INFORMACION SUMARIA,02-12-2022,INFORMACION SUMARIA
10229,42,739/22-C,M.................... S/MEDIDA CAUTELAR,02-12-2022,MEDIDA CAUTELAR
10230,43,402/17,M.................... S/RESTRICCION DE LA CAPACIDAD,02-12-2022,RESTRICCION DE LA CAPACIDAD
10231,44,1179/22,O.................... S/VIOLENCIA FAMILIAR,02-12-2022,VIOLENCIA FAMILIAR
10232,45,1425/19,P.................... S/DIVORCIO,02-12-2022,DIVORCIO
10233,46,740/22-C,P.................... S/HOMOLOGACION DE CONVENIO,02-12-2022,HOMOLOGACION DE CONVENIO
10234,47,1329/22,P.................... S/NULIDAD DE RECONOCIMIENTO DE,02-12-2022,NULIDAD DE RECONOCIMIENTO DE
10235,48,815/22-C,Q.................... S/MEDIDA CAUTELAR,02-12-2022,MEDIDA CAUTELAR
10236,49,833/20,R.................... S/DIVORCIO,02-12-2022,DIVORCIO
10237,50,193/12,R.................... S/FILIACION Y DAÑO MORAL,02-12-2022,FILIACION Y DAÑO MORAL
10238,51,454/22-S,S.................... S/ELEVA ACTUACIONES,02-12-2022,ELEVA ACTUACIONES
10239,52,1133/18,S.................... S/INCIDENTE,02-12-2022,INCIDENTE
10240,53,675/22-S,S.................... S/VIOLENCIA DE GENERO,02-12-2022,VIOLENCIA DE GENERO
10241,54,1622/19,S.................... S/VIOLENCIA FAMILIAR,02-12-2022,VIOLENCIA FAMILIAR
10242,55,1068/15,V.................... S/ALIMENTOS,02-12-2022,ALIMENTOS
10243,56,381/22-C,V.................... S/ALIMENTOS,02-12-2022,ALIMENTOS
10244,57,751/18,V.................... S/DIVORCIO,02-12-2022,DIVORCIO
10245,58,870/20,V.................... S/INCIDENTE,02-12-2022,INCIDENTE
10246,59,1097/19,V.................... S/PROTECCION DE PERSONA,02-12-2022,PROTECCION DE PERSONA
10247,60,1496/22,V.................... S/VIOLENCIA DE GENERO,02-12-2022,VIOLENCIA DE GENERO
10248,61,1361/19,V.................... S/VIOLENCIA FAMILIAR,02-12-2022,VIOLENCIA FAMILIAR
10249,62,1608/18,X.................... S/DIVORCIO,02-12-2022,DIVORCIO
10250,63,693/19,Y.................... S/MEDIDA CAUTELAR,02-12-2022,MEDIDA CAUTELAR
10251,64,575/22-C,Z.................... S/INCIDENTE,02-12-2022,INCIDENTE
10252,1,1552/22,A.................... S/AUTORIZACION PARA VIAJAR,05-12-2022,AUTORIZACION PARA VIAJAR
10253,2,1754/19,A.................... S/DIVORCIO,05-12-2022,DIVORCIO
10254,3,1616/22,A.................... S/MEDIDA CAUTELAR,05-12-2022,MEDIDA CAUTELAR
10255,4,1510/22,A.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10256,5,1514/22,A.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10257,6,639/20,C.................... S/DIVORCIO,05-12-2022,DIVORCIO
10258,7,1001/22,C.................... S/HOMOLOGACION DE CONVENIO,05-12-2022,HOMOLOGACION DE CONVENIO
10259,8,278/18,C.................... S/PROTECCION INTEGRAL,05-12-2022,PROTECCION INTEGRAL
10260,9,1201/22,C.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10261,10,464/22-S,C.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10262,11,831/19,C.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10263,12,1562/22,D.................... S/MEDIDA CAUTELAR,05-12-2022,MEDIDA CAUTELAR
10264,13,1563/22,D.................... S/MEDIDA CAUTELAR,05-12-2022,MEDIDA CAUTELAR
10265,14,359/21-C,D.................... S/PRESENTACION,05-12-2022,PRESENTACION
10266,15,672/22-S,D.................... S/VIOLENCIA DE GENERO,05-12-2022,VIOLENCIA DE GENERO
10267,16,252/18,D.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10268,17,1287/19,E.................... S/HOMOLOGACION DE CONVENIO,05-12-2022,HOMOLOGACION DE CONVENIO
10269,18,572/17,F.................... S/ALIMENTOS,05-12-2022,ALIMENTOS
10270,19,838/15,G.................... S/ALIMENTOS,05-12-2022,ALIMENTOS
10271,20,930/19,G.................... S/ALIMENTOS,05-12-2022,ALIMENTOS
10272,21,1081/22,G.................... S/DIVORCIO,05-12-2022,DIVORCIO
10273,22,1381/22,G.................... S/DIVORCIO,05-12-2022,DIVORCIO
10274,23,1581/19,G.................... S/DIVORCIO,05-12-2022,DIVORCIO
10275,24,1256/22,G.................... S/EJECUCION DE HONORARIOS,05-12-2022,EJECUCION DE HONORARIOS
10276,25,1104/22,G.................... S/VIOLENCIA DE GENERO,05-12-2022,VIOLENCIA DE GENERO
10277,26,904/22-S,J.................... S/ELEVA ACTUACIONES,05-12-2022,ELEVA ACTUACIONES
10278,27,313/22-C,M.................... S/BENEFICIO DE LITIGAR SIN GASTOS,05-12-2022,BENEFICIO DE LITIGAR SIN GASTOS
10279,28,735/22-C,M.................... S/MEDIDA CAUTELAR,05-12-2022,MEDIDA CAUTELAR
10280,29,979/17,M.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10281,30,12/12,N.................... S/DIVORCIO VINCULAR,05-12-2022,DIVORCIO VINCULAR
10282,31,1365/22,N.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10283,32,351/21-C,O.................... S/INCIDENTE,05-12-2022,INCIDENTE
10284,33,243/20,P.................... S/HOMOLOGACION DE CONVENIO,05-12-2022,HOMOLOGACION DE CONVENIO
10285,34,1117/22,Q.................... S/CONTROL DE LEGALIDAD,05-12-2022,CONTROL DE LEGALIDAD
10286,35,621/22-S,Q.................... S/PROTECCION INTEGRAL,05-12-2022,PROTECCION INTEGRAL
10287,36,380/22-C,R.................... S/MEDIDA CAUTELAR,05-12-2022,MEDIDA CAUTELAR
10288,37,1389/22,R.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10289,38,160/22-C,S.................... S/FILIACION Y DAÑO MORAL,05-12-2022,FILIACION Y DAÑO MORAL
10290,39,619/20,S.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10291,40,341/22-S,V.................... S/VIOLENCIA FAMILIAR,05-12-2022,VIOLENCIA FAMILIAR
10292,41,1949/18,DE RECONOCIMIENTO,05-12-2022,
10293,1,1295/22,A.................... S/ALIMENTOS,07-12-2022,ALIMENTOS
10294,2,853/20,A.................... S/INCIDENTE DE CESACION DE CUOTA,07-12-2022,INCIDENTE DE CESACION DE CUOTA
10295,3,334/21-C,A.................... S/MEDIDA CAUTELAR,07-12-2022,MEDIDA CAUTELAR
10296,4,1649/22,A.................... S/PRESENTACION,07-12-2022,PRESENTACION
10297,5,1026/22,B.................... S/HOMOLOGACION DE CONVENIO,07-12-2022,HOMOLOGACION DE CONVENIO
10298,6,966/17,C.................... S/IMPUGNACION DE PATERNIDAD,07-12-2022,IMPUGNACION DE PATERNIDAD
10299,7,178/22-S,C.................... S/VIOLENCIA DE GENERO,07-12-2022,VIOLENCIA DE GENERO
10300,8,1171/22,C.................... S/VIOLENCIA FAMILIAR,07-12-2022,VIOLENCIA FAMILIAR
10301,9,429/19,C.................... S/VIOLENCIA FAMILIAR (DENUNCIA,07-12-2022,VIOLENCIA FAMILIAR (DENUNCIA
10302,10,2008/18,D.................... S/EJECUCION DE HONORARIOS,07-12-2022,EJECUCION DE HONORARIOS
10303,11,1520/22,D.................... S/PRESENTACION,07-12-2022,PRESENTACION
10304,12,504/22-S,D.................... S/VIOLENCIA DE GENERO,07-12-2022,VIOLENCIA DE GENERO
10305,13,442/16,E.................... S/INCIDENTE,07-12-2022,INCIDENTE
10306,14,1546/22,F.................... S/BENEFICIO DE LITIGAR SIN GASTOS,07-12-2022,BENEFICIO DE LITIGAR SIN GASTOS
10307,15,1547/22,F.................... S/DAÑO,07-12-2022,DAÑO
10308,16,1868/19,G.................... S/DIVORCIO,07-12-2022,DIVORCIO
10309,17,1172/22,G.................... S/PRESENTACION,07-12-2022,PRESENTACION
10310,18,861/22-S,G.................... S/PROTECCION INTEGRAL,07-12-2022,PROTECCION INTEGRAL
10311,19,79/22-S,G.................... S/VIOLENCIA DE GENERO,07-12-2022,VIOLENCIA DE GENERO
10312,20,342/21-S,H.................... S/VIOLENCIA DE GENERO,07-12-2022,VIOLENCIA DE GENERO
10313,21,1154/22,J.................... S/ELEVA ACTUACIONES,07-12-2022,ELEVA ACTUACIONES
10314,22,1610/22,J.................... S/ELEVA ACTUACIONES,07-12-2022,ELEVA ACTUACIONES
10315,23,1625/22,J.................... S/ELEVA ACTUACIONES,07-12-2022,ELEVA ACTUACIONES
10316,24,1452/19,L.................... S/INCIDENTE DE MODIFICACION DE,07-12-2022,INCIDENTE DE MODIFICACION DE
10317,25,38/17,L.................... S/VIOLENCIA DE GENERO,07-12-2022,VIOLENCIA DE GENERO
10318,26,112/22-S,M.................... S/VIOLENCIA DE GENERO,07-12-2022,VIOLENCIA DE GENERO
10319,27,1193/22,M.................... S/VIOLENCIA FAMILIAR,07-12-2022,VIOLENCIA FAMILIAR
10320,28,1111/22,N.................... S/VIOLENCIA DE GENERO,07-12-2022,VIOLENCIA DE GENERO
10321,29,1507/22,O.................... S/VIOLENCIA FAMILIAR,07-12-2022,VIOLENCIA FAMILIAR
10322,30,895/22-C,P.................... S/ALIMENTOS,07-12-2022,ALIMENTOS
10323,31,687/13,P.................... S/EJECUCION DE SENTENCIA,07-12-2022,EJECUCION DE SENTENCIA
10324,32,270/20,P.................... S/GUARDA JUDICIAL,07-12-2022,GUARDA JUDICIAL
10325,33,714/19,P.................... S/MEDIDA CAUTELAR,07-12-2022,MEDIDA CAUTELAR
10326,34,688/22-S,P.................... S/PROTECCION INTEGRAL,07-12-2022,PROTECCION INTEGRAL
